Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,112.228,0,0,111.93,126.458,2.373864,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.5027257,0,1547.236,112.228,0,0,111.8904,126.458,2.380329,411.4417741077,410.786340199215,23.2145684135297,4.11441734044423,4.107863,0.2321457,87,87,0.02053931,0.001160729
0.02,B,0.02,0.010,0,0.5027257,0,1548.182,112.1595,0.00169842,0,111.8509,126.458,2.386794,411.983430160387,411.327258458207,23.2429166838722,8.23425205900484,8.221136,0.4645749,87,87,0.0821843,0.004644332
0.03,B,0.03,0.010,0,0.5027254,0,1549.124,112.0835,0.006802609,0,111.8113,126.458,2.393259,412.553672531776,411.896724082546,23.2727611065476,12.3597855488994,12.3401,0.6973025,87,87,0.1849905,0.01045372
0.04,B,0.04,0.01056354,0,0.508723,0,1550.061,112.0073,0.01550952,0,111.7717,126.458,2.399724,413.122746175619,412.465022557986,23.3025443659015,16.491012787925,16.46475,0.930328,87,87,0.3290147,0.01859187
0.05,B,0.05,0.01409438,0,0.5326743,0,1550.997,111.9311,0.02891008,0,111.7322,126.458,2.406189,413.690901900502,413.032404351632,23.3322795877432,20.6279177798037,20.59507,1.163651,87,87,0.5143138,0.02906176
0.05999999,B,0.05999999,0.01763008,0,0.54397,0,1551.925,111.8549,0.04619302,0,111.6926,126.458,2.412655,414.256721624064,413.597453312973,23.3618925547747,24.7704804724193,24.73104,1.39727,87,87,0.7409444,0.04186637
0.06999999,B,0.06999999,0.02117062,0,0.5495112,0,1552.853,111.7786,0.0672873,0,111.653,126.458,2.41912,414.822400139036,414.162361245119,23.3914981345406,28.9187008725934,28.87266,1.631185,87,87,1.008963,0.05700865
0.07999999,B,0.07999999,0.02471601,0,0.5520957,0,1553.773,111.7022,0.09214166,0,111.6135,126.458,2.425585,415.385737542608,414.724931242162,23.4209811920855,33.072558938299,33.01991,1.865395,87,87,1.318426,0.07449155
0.08999999,B,0.08999999,0.02826623,0,0.553036,0,1554.691,111.6259,0.1207171,0,111.5739,126.458,2.43205,415.948429793768,415.286856952924,23.4504304877932,37.2320446519339,37.17278,2.099899,87,87,1.669389,0.09431802
0.09999999,B,0.09999999,0.03182126,0,0.5530129,0,1555.604,111.5494,0.1529835,0,111.5343,126.458,2.438515,416.509358326835,415.847021335643,23.4797874799918,41.3971380252583,41.33125,2.334697,87,87,2.061909,0.116491
0.11,B,0.11,0.0353811,0,0.5524061,0,1556.513,111.473,0.1889162,0,111.4948,126.458,2.44498,417.068991825255,416.405892441962,23.5090765822053,45.5678290272179,45.49531,2.569788,87,87,2.496042,0.1410134
0.12,B,0.12,0.03894574,0,0.5514393,0,1557.42,111.3965,0.2284961,0,111.4552,126.458,2.451445,417.628061146253,416.9642001205,23.5383362761715,49.7441176041257,49.66496,2.805171,87,87,2.971843,0.1678882
0.13,B,0.13,0.04251518,0,0.5502497,0,1558.319,111.3199,0.2717074,0,111.4156,126.458,2.457911,418.18474234909,417.520122922012,23.5674709878335,53.9259638197278,53.84016,3.040846,87,87,3.489369,0.1971183
0.14,B,0.14,0.04608938,0,0.5489246,0,1559.218,111.2433,0.3185369,0,111.3761,126.458,2.464376,418.741365142208,418.07598738117,23.5966026457184,58.1133775909776,58.02092,3.276812,87,87,4.048674,0.2287066
0.15,B,0.15,0.04966836,0,0.5475203,0,1560.107,111.1666,0.3689745,0,111.3365,126.458,2.470841,419.295077738863,418.628945603136,23.6255818816342,62.3063289119242,62.20721,3.513068,87,87,4.649815,0.262656
0.16,B,0.16,0.0532521,0,0.5460745,0,1560.997,111.09,0.4230114,0,111.2969,126.458,2.477306,419.848696989183,419.181810587446,23.6545563506446,66.5048177960988,66.39903,3.749614,87,87,5.292846,0.2989694
0.17,B,0.17,0.05684058,0,0.5446121,0,1561.881,111.0132,0.4806411,0,111.2574,126.458,2.483771,420.400564674716,419.732926381454,23.6834391523122,70.7088241544245,70.59636,3.986448,87,87,5.977823,0.3376497
0.18,B,0.18,0.06043381,0,0.5431502,0,1562.76,110.9364,0.5418583,0,111.2178,126.458,2.490236,420.951145934328,420.282757497001,23.7122545140867,74.9183380432231,74.79919,4.223571,87,87,6.704801,0.3786998
0.19,B,0.19,0.06403177,0,0.5417002,0,1563.636,110.8596,0.6066581,0,111.1782,126.458,2.496701,421.500569262908,420.831432240915,23.7410093933571,79.1333394137414,79.0075,4.460981,87,87,7.473834,0.4221226
0.2,B,0.2,0.06763445,0,0.5402697,0,1564.506,110.7827,0.6750383,0,111.1387,126.458,2.503166,422.048105687431,421.378222646682,23.769665405124,83.3538182685272,83.22128,4.698678,87,87,8.284978,0.4679209
0.21,B,0.21,0.07124183,0,0.538864,0,1565.377,110.7058,0.7469956,0,111.0991,126.458,2.509632,422.595652001967,421.925022910916,23.7983220540949,87.5797845111308,87.44054,4.936661,87,87,9.138287,0.5160976
0.22,B,0.22,0.07485393,0,0.5374862,0,1566.237,110.6289,0.8225302,0,111.0595,126.458,2.516097,423.140172225442,422.468801202458,23.8268202145123,91.8111782370377,91.66522,5.174929,87,87,10.03382,0.5666556
0.23,B,0.23,0.0784707,0,0.5361384,0,1567.097,110.5519,0.9016392,0,111.02,126.458,2.522562,423.684629248961,423.012516362289,23.8553151870578,96.0480293448806,95.89535,5.413482,87,87,10.97162,0.6195976
0.24,B,0.24,0.08209216,0,0.5348216,0,1567.95,110.4748,0.9843247,0,110.9804,126.458,2.529027,424.226689054714,423.553837566127,23.8836845844959,100.290307828688,100.1309,5.652319,87,87,11.95175,0.6749266
0.25,B,0.25,0.0857183,0,0.5335364,0,1568.801,110.3978,1.070585,0,110.9408,126.458,2.535492,424.768088449441,424.094499247756,23.9120194209433,104.537943772926,104.3718,5.891439,87,87,12.97426,0.7326455
0.26,B,0.26,0.08934905,0,0.5322827,0,1569.647,110.3206,1.160422,0,110.9013,126.458,2.541957,425.308247025466,424.633921783839,23.9402894375113,108.790987098197,108.6181,6.130842,87,87,14.03921,0.7927569
0.27,B,0.27,0.09298445,0,0.5310601,0,1570.488,110.2435,1.253838,0,110.8617,126.458,2.548423,425.846465361197,425.171406719184,23.9684577946814,113.049437697098,112.8698,6.370527,87,87,15.14665,0.8552637
0.28,B,0.28,0.09662453,0,0.5298681,0,1571.327,110.1663,1.350833,0,110.8221,126.458,2.554888,426.384120135819,425.70832885054,23.9965966603036,117.313295596596,117.1269,6.610493,87,87,16.29664,0.9201688
0.29,B,0.29,0.1002693,0,0.5287061,0,1572.158,110.089,1.451412,0,110.7826,126.458,2.561353,426.919287092986,426.242766543848,24.0246053251737,121.582460821315,121.3893,6.850739,87,87,17.48922,0.987475
0.3,B,0.3,0.1039186,0,0.5275732,0,1572.989,110.0117,1.555575,0,110.743,126.458,2.567818,427.454415404799,426.777165627223,24.0526120879306,125.857033266198,125.6571,7.091265,87,87,18.72445,1.057185
0.31,B,0.31,0.1075725,0,0.5264686,0,1573.812,109.9344,1.663326,0,110.7034,126.458,2.574283,427.987018398491,427.309042829863,24.0804865701713,130.136912982729,129.9302,7.33207,87,87,20.00239,1.129302
0.32,B,0.32,0.1112311,0,0.5253913,0,1574.633,109.857,1.774667,0,110.6639,126.458,2.580748,428.518944510359,427.840244062681,24.1083256294871,134.422099970981,134.2086,7.573153,87,87,21.32308,1.203828
0.33,B,0.33,0.1148942,0,0.5243405,0,1575.448,109.7796,1.889602,0,110.6243,126.458,2.587213,429.049043405757,428.369620558718,24.1360690621949,138.712594204165,138.4923,7.814514,87,87,22.68658,1.280766
0.3399999,B,0.3399999,0.1185619,0,0.5235065,0,1576.26,109.7021,2.008868,0,110.5847,126.458,2.593678,429.575450158759,428.78551646836,26.0393595555282,143.00831028102,142.780155068843,8.07490758973503,86.76309,86.76309,24.11439,1.360213
0.3499999,B,0.3499999,0.1222342,0,0.5234822,0,1577.069,109.6247,2.135026,0,110.5452,126.458,2.600144,430.102006589119,429.307677010122,26.1276583749774,147.309291856867,147.073231742986,8.33618416764482,86.75591,86.75591,25.58512,1.442269
0.3599999,B,0.3599999,0.1259109,0,0.5234579,0,1577.871,109.5471,2.265173,0,110.5056,126.458,2.606609,430.625950352915,429.827310314888,26.2143553195625,151.615512690642,151.371504750061,8.59832771498108,86.74893,86.74893,27.09883,1.526941
0.3699999,B,0.3699999,0.1295922,0,0.5234336,0,1578.672,109.4696,2.399319,0,110.466,126.458,2.613074,431.149625899084,430.346752884787,26.2996614890718,155.926970189966,155.674972182719,8.86132432399336,86.74213,86.74213,28.65558,1.614239
0.3799999,B,0.3799999,0.1332781,0,0.5234093,0,1579.464,109.392,2.537479,0,110.4265,126.458,2.619539,431.670004454895,430.862976803796,26.3834790325446,160.243631367709,159.983601854452,9.12515910842164,86.7355,86.7355,30.25542,1.704172
0.3899999,B,0.3899999,0.1369684,0,0.523385,0,1580.255,109.3143,2.679663,0,110.3869,126.458,2.626004,432.190305568431,431.37919277552,26.4660587861998,164.56549545221,164.297393685786,9.38981969036801,86.72903,86.72903,31.89839,1.796747
0.3999999,B,0.3999999,0.1406633,0,0.5233606,0,1581.041,109.2366,2.825885,0,110.3473,126.458,2.632469,432.70840695314,431.893278874555,26.5473371717484,168.892540430593,168.616326377996,9.6552930561517,86.72272,86.72272,33.58456,1.891972
0.4099999,B,0.4099999,0.1443626,0,0.5233363,0,1581.823,109.1589,2.976152,0,110.3078,126.458,2.638934,433.225147576475,432.406069565948,26.6274199874371,173.224752673402,172.940386977005,9.92156725007438,86.71655,86.71655,35.31396,1.989857
0.4199999,B,0.4199999,0.1480664,0,0.5233119,0,1582.6,109.0811,3.13048,0,110.2682,126.458,2.6454,433.740284205079,432.917318483829,26.7063569038044,177.562116253714,177.269560065079,10.1886308131431,86.71053,86.71053,37.08666,2.090408
0.4299999,B,0.4299999,0.1517747,0,0.5232875,0,1583.372,109.0033,3.28888,0,110.2286,126.458,2.651865,434.253428597841,433.426636211176,26.7841608351902,181.904611136706,181.603826330312,10.4564724155083,86.70464,86.70464,38.9027,2.193633
0.4399998,B,0.4399998,0.1554874,0,0.5232631,0,1584.144,108.9255,3.451363,0,110.1891,126.458,2.65833,434.766311101324,433.935747309083,26.8609842701476,186.252234776682,185.943183706411,10.7250822522059,86.69888,86.69888,40.76213,2.299541
0.4499998,B,0.4499998,0.1592046,0,0.5232387,0,1584.905,108.8476,3.61794,0,110.1495,126.458,2.664795,435.275805862066,434.441528494094,26.9366940916336,190.604953281086,190.287598894247,10.9944491871014,86.69324,86.69324,42.66501,2.408139
0.4599998,B,0.4599998,0.1629262,0,0.5232143,0,1585.667,108.7697,3.788621,0,110.1099,126.458,2.67126,435.785051036189,434.947110996952,27.0115038829633,194.962764126064,194.637069906998,11.2645642198935,86.68771,86.68771,44.61138,2.519433
