Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,121.893,0,0,115.238,126.458,1.833341,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.497412,0,1395.331,121.893,0,0,115.2106,126.458,1.837814,336.17584343847,335.622788480078,19.2754134695913,3.36175854767644,3.356228,0.1927541,87,87,0.01678114,0.0009637705
0.02,B,0.02,0.010,0,0.497412,0,1396.4,121.8279,0.00112188,0,115.1832,126.458,1.842288,336.654736789797,336.101031514553,19.3004771407559,6.72830560265119,6.717238,0.3857589,87,87,0.06714847,0.003856336
0.03,B,0.03,0.010,0,0.4974118,0,1397.468,121.7555,0.004493907,0,115.1559,126.458,1.846761,337.155175168286,336.600790305891,19.326668316275,10.0998614464891,10.08325,0.5790256,87,87,0.1511509,0.008680258
0.04,B,0.04,0.010,0,0.4974115,0,1398.536,121.6831,0.0101261,0,115.1285,126.458,1.851234,337.655915780944,337.100850896103,19.3528754192103,13.4764220935983,13.45426,0.7725544,87,87,0.2688385,0.01543816
0.05,B,0.05,0.0115179,0,0.5118726,0,1399.592,121.6106,0.01855261,0,115.1011,126.458,1.855707,338.153415322403,337.597674798087,19.3789128985693,16.8579594927812,16.83024,0.9663435,87,87,0.420261,0.02413265
0.05999999,B,0.05999999,0.014408,0,0.5287237,0,1400.639,121.538,0.02998684,0,115.0737,126.458,1.860181,338.648721795869,338.092308598262,19.4048354972083,20.2444436388349,20.21116,1.160392,87,87,0.605468,0.03476632
0.06999999,B,0.06999999,0.01730234,0,0.5379142,0,1401.687,121.4654,0.0439961,0,115.0464,126.458,1.864654,339.144243750246,338.58715756245,19.430769483136,23.6358845154502,23.59703,1.3547,87,87,0.8245089,0.04734178
0.07999999,B,0.07999999,0.02020092,0,0.5430542,0,1402.735,121.3928,0.06054433,0,115.019,126.458,1.869127,339.639860862813,339.082101543624,19.4567083462364,27.0322821090984,26.98785,1.549267,87,87,1.077433,0.06186162
0.08999999,B,0.08999999,0.02310375,0,0.5458692,0,1403.779,121.3201,0.07960444,0,114.9916,126.458,1.8736,340.134426279973,339.575995233753,19.482592276501,30.4336264158568,30.38361,1.744093,87,87,1.364291,0.07832842
