Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,124.899,0,0,116.416,126.458,1.640857,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.509517,0,1365.696,124.899,0,0,116.3922,126.458,1.644744,319.678086408342,319.147423713033,18.4119761848943,3.19678062987197,3.191474,0.1841198,87,87,0.01595737,0.000920599
0.02,B,0.02,0.010,0,0.5095169,0,1366.637,124.8356,0.001039158,0,116.3684,126.458,1.64863,320.098915034549,319.567681430823,18.4340009553996,6.39776996416285,6.387151,0.3684598,87,87,0.06385049,0.003683497
0.03,B,0.03,0.010,0,0.5095167,0,1367.577,124.765,0.004162097,0,116.3446,126.458,1.652517,320.539720796518,320.007889166227,18.4570712651129,9.60316727943118,9.58723,0.5530305,87,87,0.1437224,0.008290948
0.04,B,0.04,0.010,0,0.5095164,0,1368.517,124.6945,0.009377404,0,116.3209,126.458,1.656403,320.980615603013,320.448185808449,18.4801462376002,12.8129715834686,12.79171,0.737832,87,87,0.2556171,0.01474526
0.05,B,0.05,0.01095086,0,0.519182,0,1369.458,124.6238,0.01701036,0,116.2971,126.458,1.66029,321.421549598378,320.888521575467,18.5032231606757,16.0271918597502,16.0006,0.9228643,87,87,0.3995786,0.02304874
0.05999999,B,0.05999999,0.01369797,0,0.5376085,0,1370.385,124.5532,0.02755961,0,116.2733,126.458,1.664177,321.85900690745,321.325385350619,18.5261182314685,19.2457780506458,19.21385,1.108125,87,87,0.5756509,0.03320369
0.06999999,B,0.06999999,0.01644881,0,0.5478423,0,1371.293,124.4825,0.04049639,0,116.2495,126.458,1.668063,322.29132245174,321.757114321039,18.5487442024854,22.4686901093844,22.43142,1.293612,87,87,0.7838773,0.04521237
0.07999999,B,0.07999999,0.01920335,0,0.5537172,0,1372.201,124.4117,0.05578668,0,116.2257,126.458,1.67195,322.723715249205,322.188920423809,18.5713742192268,25.695928070401,25.65331,1.479326,87,87,1.024301,0.05907706
0.08999999,B,0.08999999,0.0219616,0,0.5570745,0,1373.109,124.3409,0.07340502,0,116.2019,126.458,1.675836,323.15619250135,322.620810850716,18.594008658604,28.927491878909,28.87952,1.665266,87,87,1.296965,0.07480002
0.09999999,B,0.09999999,0.02472354,0,0.5588902,0,1374.016,124.27,0.09333154,0,116.1781,126.458,1.679723,323.588665167835,323.052696682297,18.6166428605512,32.1633815281694,32.11005,1.851432,87,87,1.601913,0.09238351
0.11,B,0.11,0.0274892,0,0.5597214,0,1374.918,124.1991,0.1155504,0,116.1544,126.458,1.683609,324.019505069557,323.482951954901,18.6391915077853,35.4035770583271,35.34488,2.037824,87,87,1.939188,0.1118298
0.12,B,0.12,0.03025854,0,0.5599039,0,1375.793,124.1281,0.1400489,0,116.1306,126.458,1.687496,324.443469327305,323.906340892262,18.6613804131228,38.6480083591132,38.58394,2.224438,87,87,2.308832,0.1331411
0.13,B,0.13,0.03303152,0,0.5596497,0,1376.667,124.0571,0.166816,0,116.1068,126.458,1.691383,324.867484661289,324.329780821416,18.6835719948092,41.8966854072005,41.82724,2.411274,87,87,2.710888,0.1563197
0.14,B,0.14,0.03580812,0,0.5590973,0,1377.542,123.9861,0.1958432,0,116.083,126.458,1.695269,325.291543368718,324.753264056099,18.7057657451458,45.1495982192785,45.07477,2.598332,87,87,3.145398,0.1813677
0.15,B,0.15,0.03858836,0,0.5583394,0,1378.417,123.915,0.2271234,0,116.0592,126.458,1.699156,325.715697631123,325.176842695133,18.7279646025405,48.4067567926059,48.32654,2.785612,87,87,3.612404,0.2082874
0.16,B,0.16,0.04137225,0,0.5574402,0,1379.292,123.8439,0.2606513,0,116.0354,126.458,1.703042,326.139856346145,325.600425765802,18.7501636956234,51.6681610998572,51.58255,2.973114,87,87,4.11195,0.2370811
0.17,B,0.17,0.04415977,0,0.5564443,0,1380.141,123.7727,0.2964222,0,116.0116,126.458,1.706929,326.557083582331,326.017086756081,18.7719999167756,54.9337310679139,54.84272,3.160834,87,87,4.644076,0.2677508
0.18,B,0.18,0.04695087,0,0.5553837,0,1380.982,123.7014,0.3344317,0,115.9879,126.458,1.710815,326.972616332362,326.432055539653,18.7937475610187,58.2034566997307,58.10704,3.348772,87,87,5.208825,0.3002988
0.19,B,0.19,0.04974554,0,0.5542814,0,1381.824,123.6302,0.3746765,0,115.9641,126.458,1.714702,327.388191464267,326.847066639395,18.8154973217907,61.4773379405437,61.37551,3.536927,87,87,5.806238,0.3347273
0.2,B,0.2,0.05254377,0,0.5531542,0,1382.666,123.5589,0.4171546,0,115.9403,126.458,1.718588,327.803850616815,327.262161625605,18.8372515868874,64.755374859045,64.64813,3.7253,87,87,6.436356,0.3710385
0.21,B,0.21,0.05534557,0,0.5520142,0,1383.508,123.4875,0.461864,0,115.9165,126.458,1.722475,328.219554251494,327.677301025492,18.8590080783297,68.037567373044,67.9249,3.91389,87,87,7.099221,0.4092344
0.22,B,0.22,0.05815094,0,0.5508704,0,1384.329,123.4161,0.5088042,0,115.8927,126.458,1.726362,328.630009002335,328.087198652115,18.8804898634188,71.3238554997149,71.20576,4.102695,87,87,7.794875,0.4493174
0.23,B,0.23,0.06095982,0,0.5497297,0,1385.137,123.3446,0.5579729,0,115.8689,126.458,1.730248,329.036956047305,328.493593314569,18.9017881735829,74.6142191488411,74.49069,4.291713,87,87,8.523357,0.4912894
0.24,B,0.24,0.06377221,0,0.5485969,0,1385.946,123.2731,0.6093704,0,115.8451,126.458,1.734135,329.443939469014,328.900024297039,18.9230882857572,77.9086582931004,77.77969,4.480944,87,87,9.284709,0.5351527
0.25,B,0.25,0.06658811,0,0.5474756,0,1386.754,123.2016,0.6629961,0,115.8214,126.458,1.738021,329.850957847654,329.30649017571,18.9443902295637,81.2071729600247,81.07276,4.670388,87,87,10.07897,0.5809093
0.26,B,0.26,0.0694075,0,0.5463684,0,1387.562,123.13,0.7188507,0,115.7976,126.458,1.741908,330.258032048461,329.713011781513,18.9656952017568,84.5097531388446,84.36989,4.860045,87,87,10.90618,0.6285615
0.27,B,0.27,0.07223039,0,0.5452772,0,1388.364,123.0584,0.7769341,0,115.7738,126.458,1.745795,330.663356772484,330.117786278278,18.9869085102349,87.816388818789,87.67107,5.049914,87,87,11.76639,0.6781113
0.28,B,0.28,0.07505678,0,0.5442033,0,1389.139,122.9868,0.8372482,0,115.75,126.458,1.749681,331.061561948586,330.515450879223,19.007749207667,91.1269999129744,90.97622,5.239991,87,87,12.65963,0.7295609
0.29,B,0.29,0.07788657,0,0.5431477,0,1389.913,122.9151,0.899792,0,115.7262,126.458,1.753568,331.459815798782,330.913164075613,19.0285924552676,94.4415964049489,94.28535,5.430277,87,87,13.58593,0.7829122
0.3,B,0.3,0.08071982,0,0.5421107,0,1390.688,122.8433,0.9645672,0,115.7024,126.458,1.757454,331.858095707226,331.31090328238,19.0494370688401,97.7601782948103,97.59846,5.620771,87,87,14.54535,0.8381674
0.31,B,0.31,0.08355648,0,0.5410929,0,1391.463,122.7715,1.031575,0,115.6786,126.458,1.761341,332.256369704429,331.708636573479,19.0702813752161,101.082695692773,100.9155,5.811474,87,87,15.53792,0.8953286
0.32,B,0.32,0.08639654,0,0.5400942,0,1392.238,122.6997,1.100817,0,115.6549,126.458,1.765227,332.654690714913,332.10641679558,19.0911282493922,104.409278356487,104.2366,6.002385,87,87,16.56368,0.9543979
0.33,B,0.33,0.0892401,0,0.5391146,0,1392.979,122.6279,1.172297,0,115.6311,126.458,1.769114,333.044007572505,332.495205083381,19.1115037743049,107.739766276569,107.5616,6.1935,87,87,17.62267,1.015377
0.3399999,B,0.3399999,0.09208702,0,0.5381539,0,1393.719,122.556,1.246014,0,115.6073,126.458,1.773,333.433372178156,332.88404104263,19.1318818004186,111.074059645876,110.8904,6.384819,87,87,18.71493,1.078269
0.3499999,B,0.3499999,0.09493722,0,0.537212,0,1394.46,122.484,1.321968,0,115.5835,126.458,1.776887,333.822688834102,333.272829105535,19.1522573192425,114.412258299115,114.2231,6.576342,87,87,19.8405,1.143075
0.3599999,B,0.3599999,0.0977908,0,0.5362885,0,1395.201,122.412,1.400164,0,115.5597,126.458,1.780774,334.212052875162,333.661664477515,19.1726353202864,117.75436215416,117.5597,6.768068,87,87,20.99941,1.209797
0.3699999,B,0.3699999,0.1006477,0,0.5353831,0,1395.942,122.34,1.480602,0,115.5359,126.458,1.78466,334.601399942329,334.050482886985,19.1930124352242,121.100371320738,120.9002,6.959998,87,87,22.19171,1.278437
0.3799999,B,0.3799999,0.103508,0,0.5344954,0,1396.662,122.268,1.563287,0,115.5121,126.458,1.788547,334.99257845118,334.325766088893,21.1260442687432,124.450245884508,124.243457586161,7.17125843796539,86.69659,86.69659,23.43415,1.349093
