Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,122.483,0,0,115.632,126.458,1.768961,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.5022036,0,1249.751,122.483,0,0,115.6016,126.458,1.773931,296.161150931769,295.662365714232,17.181176371074,2.96161185394542,2.956624,0.1718118,87,87,0.01478312,0.000859059
0.02,B,0.02,0.010,0,0.5022035,0,1251.183,122.4276,0.0008790898,0,115.5712,126.458,1.778902,296.685787034124,296.186291272874,17.2086341723509,5.92846980796227,5.918487,0.3438981,87,87,0.05915868,0.003437608
0.03,B,0.03,0.010,0,0.5022034,0,1252.614,122.3661,0.003522584,0,115.5407,126.458,1.783872,297.22664411211,296.726415810612,17.2369408635795,8.90073608997158,8.885751,0.5162675,87,87,0.1331799,0.007738437
0.04,B,0.04,0.010,0,0.5022031,0,1254.044,122.3044,0.007940117,0,115.5103,126.458,1.788842,297.767785925939,297.266824666644,17.2652624609809,11.878414699527,11.85842,0.6889201,87,87,0.2369007,0.01376437
0.05,B,0.05,0.01015213,0,0.5039056,0,1255.466,122.2427,0.01418929,0,115.4799,126.458,1.793813,298.30694779272,297.805256219746,17.2934805432512,14.861481620224,14.83647,0.8618549,87,87,0.3703752,0.02151825
0.05999999,B,0.05999999,0.01270167,0,0.5248706,0,1256.886,122.1809,0.02313497,0,115.4495,126.458,1.798783,298.845598250348,298.343177031275,17.3216717580596,17.8499358539765,17.8199,1.035072,87,87,0.533657,0.03100288
0.06999999,B,0.06999999,0.01525582,0,0.5367863,0,1258.306,122.119,0.03413226,0,115.4191,126.458,1.803753,299.384472781748,298.881321581948,17.3498747036738,20.8437773837337,20.80871,1.208571,87,87,0.7268001,0.0422211
0.07999999,B,0.07999999,0.01781458,0,0.5438445,0,1259.726,122.0571,0.04715366,0,115.3887,126.458,1.808723,299.923547710818,299.419666227868,17.3780881409775,23.8430161998192,23.80291,1.382352,87,87,0.9498582,0.05517571
0.08999999,B,0.08999999,0.02037796,0,0.548072,0,1261.133,121.9951,0.06217916,0,115.3582,126.458,1.813694,300.459481432583,299.954873891337,17.406137181142,26.8476122522602,26.80246,1.556413,87,87,1.202885,0.06986954
0.09999999,B,0.09999999,0.02294592,0,0.5505502,0,1262.541,121.933,0.07919353,0,115.3278,126.458,1.818664,300.995709252384,300.490375224071,17.4342016175921,29.8575655896623,29.80736,1.730755,87,87,1.485934,0.08630538
0.11,B,0.11,0.02551847,0,0.5518989,0,1263.949,121.8709,0.09818523,0,115.2974,126.458,1.823634,301.532150238041,301.026089403687,17.4622772140406,32.8728862092529,32.81762,1.905378,87,87,1.799059,0.104486
0.12,B,0.12,0.02809561,0,0.5524946,0,1265.356,121.8087,0.1191454,0,115.267,126.458,1.828604,302.068893484486,301.562105404489,17.4903686340155,35.8935741043479,35.83324,2.080282,87,87,2.142313,0.1244143
