Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,122.582,0,0,115.665,126.458,1.763569,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.5095991,0,1434.224,122.582,0,0,115.6363,126.458,1.768259,344.313803873235,343.749695662371,19.7013265970576,3.44313808419284,3.437497,0.1970133,87,87,0.01718748,0.0009850665
0.02,B,0.02,0.010,0,0.5095991,0,1434.923,122.5159,0.001205688,0,115.6076,126.458,1.772948,344.700168691166,344.135535590326,19.7215475984444,6.8901394161364,6.878852,0.3942288,87,87,0.06876923,0.003941277
0.03,B,0.03,0.010,0,0.5095989,0,1435.621,122.4424,0.004828154,0,115.5789,126.458,1.777637,345.109072635656,344.543884011956,19.7429482448439,10.3412292983056,10.32429,0.5916582,87,87,0.1547849,0.008870712
0.04,B,0.04,0.010,0,0.5095986,0,1436.32,122.3688,0.01087596,0,115.5502,126.458,1.782326,345.517956984503,344.952212852915,19.7643478673647,13.7964067383932,13.77381,0.7893016,87,87,0.2752754,0.01577551
0.05,B,0.05,0.01179138,0,0.5261557,0,1437.003,122.2952,0.01998666,0,115.5215,126.458,1.787016,345.922462581299,345.356168879271,19.7855183238255,17.2556296739895,17.22737,0.9871567,87,87,0.4302813,0.0246578
0.05999999,B,0.05999999,0.01474788,0,0.5422912,0,1437.675,122.2216,0.03222448,0,115.4928,126.458,1.791705,346.323899332188,345.757060217919,19.8065281691153,20.7188680690633,20.68494,1.185222,87,87,0.6198429,0.03551969
0.06999999,B,0.06999999,0.01770782,0,0.5510123,0,1438.347,122.1479,0.04720441,0,115.4641,126.458,1.796394,346.725227043207,346.157842659745,19.8275322043605,24.1861218896021,24.14652,1.383497,87,87,0.8440002,0.04836329
0.07999999,B,0.07999999,0.02067119,0,0.5558248,0,1439.02,122.0742,0.06488685,0,115.4354,126.458,1.801083,347.126508231183,346.558578624621,19.8485339119987,27.6573911595586,27.61211,1.581982,87,87,1.102793,0.06319068
0.08999999,B,0.08999999,0.02363801,0,0.558401,0,1439.682,122.0005,0.08524156,0,115.4067,126.458,1.805773,347.52485589706,346.956385042235,19.8693820914635,31.1326358831335,31.08167,1.780676,87,87,1.396262,0.08000398
0.09999999,B,0.09999999,0.02660823,0,0.5596222,0,1440.327,121.9267,0.1082445,0,115.378,126.458,1.810462,347.918830233933,347.349824062353,19.8900013876465,34.6118259390564,34.55517,1.979576,87,87,1.724446,0.09880523
0.11,B,0.11,0.02958183,0,0.5599884,0,1440.973,121.8529,0.133876,0,115.3493,126.458,1.815151,348.31271751579,347.743176141203,19.91061602419,38.0949513505961,38.0326,2.178682,87,87,2.087385,0.1195965
0.12,B,0.12,0.03255881,0,0.5597994,0,1441.619,121.7791,0.1621202,0,115.3206,126.458,1.81984,348.706542011703,348.136465502839,19.9312274822846,41.5820220878296,41.51397,2.377994,87,87,2.485118,0.1423799
0.13,B,0.13,0.03553917,0,0.5592431,0,1442.259,121.7052,0.1929641,0,115.2919,126.458,1.82453,349.098857323829,348.528247720915,19.9517599572467,45.0730082067507,44.99925,2.577512,87,87,2.917684,0.1671574
0.14,B,0.14,0.03852288,0,0.5584413,0,1442.878,121.6313,0.2263963,0,115.2632,126.458,1.829219,349.485291108079,348.914156399064,19.9719845090222,48.5678595574736,48.48839,2.777232,87,87,3.385122,0.1939312
0.15,B,0.15,0.04150991,0,0.557475,0,1443.497,121.5574,0.2624075,0,115.2345,126.458,1.833908,349.871695236175,349.300035445252,19.9922076164801,52.0665761537095,51.98139,2.977154,87,87,3.887471,0.2227031
0.16,B,0.16,0.04450026,0,0.5563999,0,1444.116,121.4835,0.3009894,0,115.2058,126.458,1.838597,350.257995560126,349.685810824427,20.012425186865,55.5691579819026,55.47825,3.177278,87,87,4.424769,0.2534752
0.17,B,0.17,0.04749393,0,0.5552541,0,1444.735,121.4095,0.3421357,0,115.1771,126.458,1.843286,350.644205814498,350.071496240384,20.0326381512427,59.075595058489,58.97896,3.377604,87,87,4.997056,0.2862497
0.18,B,0.18,0.0504909,0,0.5540649,0,1445.328,121.3354,0.3858409,0,115.1484,126.458,1.847976,351.023129805429,350.449905290904,20.0524696732199,62.5858273181106,62.48346,3.578129,87,87,5.604368,0.3210283
0.19,B,0.19,0.05349115,0,0.5528514,0,1445.92,121.2614,0.4320996,0,115.1197,126.458,1.852665,351.402014770213,350.828275352668,20.0722992613634,66.0998447090398,65.99174,3.778852,87,87,6.246744,0.3578132
0.2,B,0.2,0.05649463,0,0.5516274,0,1446.512,121.1873,0.4809075,0,115.091,126.458,1.857354,351.780760953636,351.206506818263,20.0921214816323,69.6176472449796,69.5038,3.979773,87,87,6.924222,0.3966064
0.21,B,0.21,0.05950138,0,0.5504029,0,1447.105,121.1132,0.5322618,0,115.0623,126.458,1.862043,352.159454179656,351.58468538291,20.1119410379454,73.1392448960206,73.01965,4.180892,87,87,7.636839,0.4374097
0.22,B,0.22,0.06251138,0,0.5491852,0,1447.675,121.039,0.5861601,0,115.0336,126.458,1.866733,352.53220193957,351.956926558437,20.1314493243916,76.6645676131532,76.53922,4.382206,87,87,8.384633,0.4802251
0.23,B,0.23,0.0655246,0,0.5479791,0,1448.241,120.9649,0.6425988,0,115.0049,126.458,1.871422,352.903389913025,352.327610052202,20.1508760853752,80.1936053582838,80.0625,4.583714,87,87,9.167642,0.5250548
0.24,B,0.24,0.06854101,0,0.5467886,0,1448.806,120.8907,0.7015767,0,114.9762,126.458,1.876111,353.274530426293,352.698246147372,20.1703002577014,83.7263581859915,83.58949,4.785417,87,87,9.985902,0.5719004
0.25,B,0.25,0.07156062,0,0.545616,0,1449.372,120.8164,0.763092,0,114.9475,126.458,1.8808,353.645539014612,353.068750481818,20.189717634062,87.2628160581799,87.12018,4.987314,87,87,10.83945,0.6207641
0.26,B,0.26,0.07458342,0,0.5444633,0,1449.921,120.7422,0.8271441,0,114.9189,126.458,1.88549,354.012077299216,353.434790585605,20.208900945276,90.802938904035,90.65453,5.189403,87,87,11.72832,0.6716477
0.27,B,0.27,0.07760938,0,0.5433316,0,1450.459,120.6679,0.8937316,0,114.8902,126.458,1.890179,354.375592243159,353.797811449325,20.2279260270901,94.3466966909014,94.19251,5.391682,87,87,12.65256,0.7245531
0.28,B,0.28,0.08063846,0,0.5422216,0,1450.998,120.5936,0.9628541,0,114.8615,126.458,1.894868,354.73903224887,354.16075746202,20.2469472956601,97.8940893915947,97.73412,5.594151,87,87,13.61219,0.7794822
