Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,125.473,0,0,116.406,126.458,1.642491,0,0,0,0,0,0,87,87,0,0
0.010,B,0.010,0.010,0,0.507987,0,1252.097,125.473,0,0,116.3802,126.458,1.646707,288.939908390372,288.450900164451,16.8032394184706,2.88939908218492,2.884509,0.1680324,87,87,0.01442255,0.0008401619
0.02,B,0.02,0.010,0,0.5079869,0,1253.346,125.4163,0.0008463789,0,116.3544,126.458,1.650922,289.405186214344,288.915548217625,16.827590613872,5.78345046299162,5.773664,0.3363083,87,87,0.0577134,0.003361865
0.03,B,0.03,0.010,0,0.5079867,0,1254.593,125.3532,0.003390963,0,116.3286,126.458,1.655138,289.886428581818,289.396139182039,16.852777291924,8.6823143579795,8.667625,0.5048361,87,87,0.1299199,0.007567587
0.04,B,0.04,0.010,0,0.5079865,0,1255.839,125.29,0.007642208,0,116.3028,126.458,1.659353,290.367810682212,289.876869657082,16.8779713885341,11.5859887750665,11.56639,0.6736158,87,87,0.2310899,0.01345985
0.05,B,0.05,0.010,0,0.5079861,0,1257.086,125.2268,0.01360857,0,116.277,126.458,1.663569,290.849440852696,290.357847845324,16.9031783685042,14.4944847027781,14.46997,0.8426476,87,87,0.3612717,0.02104116
0.05999999,B,0.05999999,0.01238801,0,0.5286874,0,1258.314,125.1635,0.0221665,0,116.2512,126.458,1.667784,291.326049170067,290.83381095197,16.9281225241879,17.4077470922677,17.37831,1.011929,87,87,0.5205131,0.03031405
0.06999999,B,0.06999999,0.01487789,0,0.5411817,0,1259.541,125.1002,0.03272795,0,116.2254,126.458,1.672,291.802751867814,291.309868284943,16.9530716225228,20.3257759402654,20.29141,1.18146,87,87,0.7088617,0.04128099
0.07999999,B,0.07999999,0.01737186,0,0.5486505,0,1260.769,125.0367,0.04523537,0,116.1996,126.458,1.676215,292.279710135958,291.786180816108,16.9780341002534,23.2485712157877,23.20927,1.35124,87,87,0.9263651,0.05394449
0.08999999,B,0.08999999,0.0198699,0,0.5531828,0,1261.996,124.9733,0.05966868,0,116.1738,126.458,1.680431,292.756784681328,292.262609441007,17.0030026666717,26.1761429575588,26.1319,1.52127,87,87,1.173071,0.06830704
0.09999999,B,0.09999999,0.02237204,0,0.5558951,0,1263.224,124.9097,0.07601269,0,116.148,126.458,1.684646,293.234074633685,292.739253155287,17.0279825099266,29.1084811826741,29.05929,1.69155,87,87,1.449027,0.08437114
0.11,B,0.11,0.02487824,0,0.5574288,0,1264.43,124.8461,0.09425554,0,116.1222,126.458,1.688862,293.70579577702,293.210335575166,17.0526709025704,32.0455358026305,31.99139,1.862077,87,87,1.75428,0.1021393
0.12,B,0.12,0.02738849,0,0.5581741,0,1265.635,124.7825,0.1143876,0,116.0964,126.458,1.693077,294.177671065189,293.68157190602,17.07736736584,34.9873168007218,34.92821,2.032851,87,87,2.088878,0.1216139
0.13,B,0.13,0.02990279,0,0.5583785,0,1266.841,124.7188,0.1364017,0,116.0706,126.458,1.697293,294.649734796914,294.152996400221,17.1020736948332,37.9338141940342,37.86974,2.203872,87,87,2.452868,0.1427975
0.14,B,0.14,0.03242112,0,0.5582053,0,1268.047,124.655,0.1602921,0,116.0448,126.458,1.701508,295.121957933005,294.624580057993,17.1267883697431,40.8850379658658,40.81599,2.37514,87,87,2.846297,0.1656926
0.15,B,0.15,0.03494351,0,0.557765,0,1269.248,124.5911,0.1860544,0,116.019,126.458,1.705724,295.59322102542,295.095204953428,17.151452698746,43.8409680947843,43.76694,2.546654,87,87,3.269211,0.1903016
0.16,B,0.16,0.03746992,0,0.5571344,0,1270.431,124.5272,0.2136852,0,115.9932,126.458,1.709939,296.060028269788,295.561380004806,17.1758839295795,46.8015645931185,46.72255,2.718413,87,87,3.721659,0.2166269
0.17,B,0.17,0.04000034,0,0.5563679,0,1271.615,124.4633,0.2431818,0,115.9674,126.458,1.714155,296.527026089809,296.027745349689,17.2003251378014,49.7668373610761,49.68283,2.890416,87,87,4.203686,0.244671
0.18,B,0.18,0.04253476,0,0.5555046,0,1272.799,124.3992,0.2745425,0,115.9416,126.458,1.71837,296.994197618112,296.494284149656,17.2247753369793,52.7367765126548,52.64777,3.062664,87,87,4.715339,0.2744364
0.19,B,0.19,0.04507319,0,0.5545732,0,1273.982,124.3351,0.3077663,0,115.9158,126.458,1.722586,297.461549130801,296.961002660353,17.2492350628611,55.7113919480765,55.61738,3.235156,87,87,5.256664,0.3059255
0.2,B,0.2,0.04761561,0,0.5535948,0,1275.162,124.271,0.342853,0,115.89,126.458,1.726801,297.927938784137,297.426760596816,17.2736443476459,58.6906637012789,58.59164,3.407892,87,87,5.827709,0.3391408
0.21,B,0.21,0.05016204,0,0.5525852,0,1276.323,124.2068,0.3798023,0,115.8642,126.458,1.731017,298.389766316222,297.887962562136,17.2978149726784,61.6745617123053,61.57052,3.58087,87,87,6.42852,0.3740846
0.22,B,0.22,0.05271244,0,0.5515562,0,1277.484,124.1425,0.4186147,0,115.8384,126.458,1.735232,298.851713421908,298.349283922149,17.3219917547317,64.6630760120427,64.55401,3.75409,87,87,7.059143,0.4107594
0.23,B,0.23,0.05526679,0,0.5505168,0,1278.646,124.0782,0.4592904,0,115.8126,126.458,1.739448,299.313901475889,298.810845875123,17.3461812544337,67.6562065729767,67.54211,3.927552,87,87,7.719624,0.4491676
0.24,B,0.24,0.0578251,0,0.5494738,0,1279.807,124.0138,0.5018312,0,115.7868,126.458,1.743663,299.776210306491,299.272528424347,17.3703769740324,70.6539633922583,70.53483,4.101256,87,87,8.410008,0.4893116
0.25,B,0.25,0.06038739,0,0.5484322,0,1280.959,123.9494,0.5462385,0,115.761,126.458,1.747879,300.236366258239,299.732060988625,17.3944600221665,73.6563263930745,73.53215,4.2752,87,87,9.130343,0.5311939
0.26,B,0.26,0.06295363,0,0.5473961,0,1282.098,123.8849,0.592514,0,115.7352,126.458,1.752094,300.693085084756,300.18816105586,17.4183632896366,76.6632556568744,76.53403,4.449384,87,87,9.880674,0.5748168
0.27,B,0.27,0.06552379,0,0.5463685,0,1283.237,123.8203,0.6406589,0,115.7094,126.458,1.75631,301.149972157589,300.644429125513,17.4422752618775,79.674751073119,79.54047,4.623807,87,87,10.66105,0.6201828
